songName,singer,hot,lyric
午餐的约会,陈绮贞,"1,158",午餐的约会词曲:陈绮贞演唱：陈绮贞一二三四吃掉你的坏情绪吃掉你的坏脾气一口一口一口一口吃干净我要吃掉你的坏情绪吃掉你的坏脾气午餐的约会等著吃掉你的坏情绪吃掉你的坏脾气一口一口一口一口吃干净我要吃掉你的坏情绪吃掉你的坏脾气午餐的约会oh~~~等著吃掉你吃掉你吃掉你吃掉你吃掉你的坏情绪吃掉你的坏脾气一口一口一口一口吃干净我要吃掉你的坏情绪吃掉你的坏脾气一口一口一口一口吃掉你的坏情绪吃掉你的坏脾气午餐的约会oh~~~等著你dala~~dalala~~~dalala~~午餐的约会
够钟,周柏豪,"2,602",够钟作词:FionaFung作曲:周国贤演唱：周柏豪像我这样成就或太牵强而像你这样每一位也心痒清楚你未暗示我是我幻想给我想太多导致内伤迷药快过回复正常够钟死心了当你沉默得高调当得我历劫低潮为何尚要打扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了别说笑没有感受灵魂被你拖走缠在你左右我乞讨等接收风沙扑面我未怕为你暴走惊觉只有沙没有绿洲还是放弃无谓献丑够钟死心了当你沉默得高调当得我历劫低潮为何尚要骚扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了没救了一蹶不振的我从今起好应该自量面对高贵漂亮的扮相别妄想高攀得到金奖何事落到这收场枯死在你的手上风花月似戏一场遗容任你瞻仰壮观得夸张你可会流着泪冥想最终你吐出这一句别勉强
陪你看海,严波,24,严波-陪你看海制作好想陪你一起看海好想大声的说爱没有人能感觉出来我们已勇敢相爱昨天你说感觉悲哀好久没有谈恋爱这些年你都在单身安排好想有个人主宰今天你说感觉愉快烦恼从此都不在轻轻把你的爱都拥入怀没有人能够阻碍没想到你和我有同样感慨不像现在的自在也许这都是上天故意的安排让你我此刻恋爱
ElvaIsBack,萧亚轩,184,Rap:TurnthemusicupbecauseIbeenwaitingsolongforachancetodancetoaElvasongshe'sbackbikkybububackshe'sbackbikkybikkybububackTurnthemusicupbecauseIbeenwaitingsolongforachancetodancetoaElvasongshe'sbackbikkybububackshe'sbackbikkybikkybububack有没有听过节奏让人着火有没有玩过声音让汗水失控有没有尝过一种金色泡沫停不住我的诱惑下一步来吧跟着我太呛的动作擦出了火等待的眼睛都张开发电体热起来身体正好看的厉害抢谁的地盘来来来一起来拍拍拍一起拍你会感觉到来享受自己的舞台汗水都high起来身体正发烫的厉害来我的地盘我们都不贪爱只是有点贪玩现在你听到有没有停住Rap:TurnthemusicupbecauseIbeenwaitingsolongforachancetodancetoaElvasongshe'sbackbikkybububackshe'sbackbikkybikkybububackTurnthemusicupbecauseIbeenwaitingsolongforachancetodancetoaElvasongshe'sbackbikkybububackshe'sbackbikkybikkybububack下一步来吧跟着我太呛的动作擦出了火等待的眼睛都张开发电体热起来身体正好看的厉害抢谁的地盘来来来一起来拍拍拍一起拍你会感觉到来享受自己的舞台汗水都high起来身体正发烫的厉害来我的地盘我们都不贪爱只是有点贪玩现在你听到BRIDGE:有没有停住BRIDGE:Ewe-ewe-ewe-Elva'sbackbiwiback-b-back-back-backb-biwi-back-biwiback-b-back-back-backb-biwi-biwi-biwiEl-E-El-ewe-El-E-Elva-eweEl-E-El-ewe-ow-ow-ow-ow-owback-b-back-back-back-bbiwi-back-biwiback-b-back-back-backb-biwi-biwi-biwiEl-E-El-ewe-El-E-Elva-eweEl-E-El-ewe-ow-ow-ow-ow让身体自己擦出火发烫的节奏有没有听到
闯,五月天,545,五月天-闯词曲：阿信编曲：五月天我烂命一条走在路上影子在地上像我的慌张黏在脚下抓著我不放我不懂我不是这样我不该这样额头流下的汗又流进眼眶为什么要给我一颗跳动的心脏却忘了给我飞翔的翅膀每天我活在这多无聊的地方多么想要流浪为什么要给我一颗跳动的心脏又把我丢在这寂寞战场这世界有多大我就有多彷徨有没有一点希望有没有一点希望让我去闯把我的灵魂装进纸箱寄送到天堂那云端的光会不会是希望的形状每一天来了又走了匆忙的太阳感觉自己蒸发慢慢从这个世界上天涯海角让我去闯
给我的爱人,薛之谦,133,给我的爱人-薛之谦作词：薛之谦作曲：薛之谦云里有淡淡的（淡淡的）你风吹了轻轻的漂浮不定思念唱的很小心怕你散了就不在问了沙沙的暖暖的吹入眼睛擦干了就云淡风轻故事长的说不停小孩听的闭上了眼睛可惜吗我的爱人啊你在哪花都开满了你累吗你走多远了还能吗还能见你吗我哭了啊我的爱人啊你在哪我还在这里啊忘了吧年少轻狂啊我可以陪你到天涯
LetYouGo,薛之谦,71,作词：文雅作曲：E-Tribe终于还是将全世界的寂寞都握在手我只有紧握拳头OH到最后爱情这件事我确定绝不是你的对手是你给的我照单全收Letyougoletyougoletyougo你强还我自由为我划地为囚Letmeknowletmeknowletmeknow我怎样去挽留难道跪地哀求HanahanaOohletyougo想你的沙漏悬在我胸口Hanahana放开双手把我的所有全都带走为你一动不动站在雨中全身都湿透就当作最后的一次对你迁就就这样吧放弃自己有了最好的借口因为爱你是罪魁祸首HanahanaOohletyougo想你的沙漏悬在胸口Hanahana放开双手把我的所有全都带走
我想要做爱,小安,"1,088",我想要做爱演唱：小安oh你的身材在我面前舞弄尽情摇摆　看的我好不自在就随著曲线左右上下的欣赏　我心就要跳出来oh你的光芒炫得我乖乖　跟着你摇摆恨不得把我的手放在你身上永远不离开我有点怪怪　一直想要站起来不要走开就让我慢慢的告诉你我的爱oh你的身材在我面前舞弄尽情摇摆　看的我好不自在就随着曲线左右上下的欣赏　我心就要跳出来oh你的光芒炫得我乖乖　跟着你摇摆恨不得把我的手放在你身上永远不离开我有点怪怪　一直想要站起来不要走开　就让我慢慢的告诉你我想要ooh我想要做爱快过来ooh让我抱你起来就这样ooh喔把心打开comeonnowooh我们一起gethighoh你的身材在我面前舞弄尽情摇摆　看的我好不自在就随着曲线左右上下的欣赏　我心就要跳出来oh你的光芒炫得我乖乖　跟着你摇摆恨不得把我的手放在你身上永远不离开我有点怪怪　一直想要站起来不要走开　就让我慢慢的告诉你我想要ooh我想要做爱快过来ooh让我抱你起来就这样ooh喔把心打开comeonnowooh我们一起gethighooh我想要做爱快过来ooh让我抱你起来就这样ooh喔把心打开comeonnowooh我们一起gethigh我们一起gethigh我们一起gethigh
咕叽咕叽,孙燕姿,"9,025",咕叽咕叽作词：陈镇川作曲：李偲菘演唱：孙燕姿约个会餐厅选在吃到饱一瞬间什么浪漫都死掉咕叽咕叽白头偕老难见到睡觉起床慢跑洗澡下班睡觉谁比谁好能差到多少迟早都要向上帝报到既然坏的通通改不掉用力思考保证自找烦恼放手无聊大笑咕叽咕叽数数钞票永远都比标签少名牌包里面还要塞到爆咕叽咕叽什么病都能吃药掏光荷包自我慰劳工作花掉谁比谁好能差到多少迟早都要向上帝报到既然坏的通通改不掉用力思考保证自找烦恼我们都好我们都是鸟冬天飞向南方的怀抱一起筑巢地球飞一遭放弃思考不要自找烦恼放手无聊大笑无可救药祷告我不要地球还不太熟旅行想到太空月球没有好朋友相爱不肯拥抱仇恨记得太牢原始的情调是什么面貌好想知道能不能求饶能不能咆哮一点就好真实就好谁比谁好能差到多少迟早都要向上帝报到既然坏的通通改不掉用力思考不要自找烦恼放手无聊大笑Let'swakeupinthemorningsLet'sgotobedatnightLet'smakehayinthebigsunshineYeawe'llmakehayinthelightLet'sburyallourhatchetsLetusgetalongLet'sholdourhandsandsavetheworldLet'snot谁比谁好能差到多少迟早都要向上帝报到既然坏的通通改不掉用力思考不要自找烦恼我们都好我们都是鸟冬天飞向南方的怀抱一起筑巢地球飞一遭放弃思考不要自找烦恼放手无聊大笑碰面都是问好咕叽咕叽
Baby,蜜雪薇琪,132,Baby词曲：Michelle演唱：蜜雪薇琪It'shardtotellbutit'struebabyI'mstillpartofyouarestillpartofmeIt'shardtotellbutit'struebabyI'mstillpartofyouarestillpartofme过了这些年各式各样的风风雨雨从相识到相爱相恋到分离牵手走过的回忆深深烙在心里无法取代历经时光的证明那晚在星空下你给的誓言在沙滩上Iloveyou那晚我不想多想你的心意我早就都明了都明了baby如果你愿意I'llberighthereforyou从今天到明天从冬天到春天baby如果你愿意I'llberighthereforyou从夏天到秋天到落叶片片我不曾想过过了这么多年以后竟然还会在梦里见到你什么样魔力改变你我今天的命运我的孩子气加上迷糊的个性那晚在星空下你给的誓言在沙滩上Iloveyou那晚我不想多想你的心意我早就都明了都明了baby如果你愿意I'llberighthereforyou从今天到明天从冬天到春天baby如果你愿意I'llberighthereforyou从夏天到秋天到落叶片片baby如果你愿意I'llberighthereforyou从今天到明天从冬天到春天baby如果你愿意I'llberighthereforyou从夏天到秋天到落叶片片baby如果你愿意I'llberighthereforyou从今天到明天从冬天到春天baby如果你愿意I'llberighthereforyou从夏天到秋天到落叶片片baby如果你愿意I'llberighthereforyou从今天到明天从冬天到春天baby如果你愿意I'llberighthereforyou从夏天到秋天到落叶片片It'shardtotellbutit'struebabyI'mstillpartofyouarestillpartofmeIt'shardtotellbutit'struebabyI'mstillpartofyouarestillpartofme
采蘑菇的小姑娘,谢娜,596,采蘑菇的小姑娘背着一个大竹筐清晨光着小脚丫走遍森林和山冈她采的蘑菇最多多得像那星星数不清她采的蘑菇最大大得像那小伞装满筐噻箩箩哩噻箩箩哩噻噻箩箩箩噻箩箩箩哩噻谁不知这山里的蘑菇香她却不肯尝一尝攒到赶集的那一天赶快背到集市上换上一把小镰刀再加上几块棒棒糖和那小伙伴一起把劳动的幸福来分享
路灯下的小姑娘,谢娜,923,谢娜-路灯下的小姑娘嗨在那盏路灯的下面有一个小姑娘在哭泣也不知道她从那里来嗨小姑娘哭得多悲伤不知道是谁把她抛弃她现在该到哪里去亲爱的小妹妹请你不要不要哭泣你的家在哪里我会带你带你回去亲爱的小妹妹请你不要不要哭泣我会用我的爱温暖你的你的心灵哦不要不要悲伤哦不要不要哭泣哦在这夜里妈妈还在还在等你哦不要不要悲伤哦不要不要哭泣哦在这深夜让我带你带你回去
芭啦芭啦樱之花,郭富城,"7,581",ParaParaSakura作词：陈少琪作曲：金培远演唱：郭富城如樱花盛开到落下像尾音短促你有感觉吗如嘴巴外观吻合吧合上它合作吗二进一愿意吗(如卡通的主角摆动吧)若我俩有了爱关节都软化(如指针般手舞足动吧)旋转高中低左右变出交叉minikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithme乖乖龙地冬乖乖龙地冬乖乖龙地冬comeanddancewithme如樱花熬不过仲夏热爱捉不紧快要起变化如身体像冰冷大厦没抱拥便暖吗没有声愉快吗(如卡通的主角摆动吧)若我俩有了爱关节都软化(如指针般手舞足动吧)旋转高中低最後变出烟花minikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithme乖乖龙地冬乖乖龙地冬乖乖龙地冬comeanddancewithmeminikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithme乖乖龙地冬乖乖龙地冬乖乖龙地冬comeanddancewithmeminikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithmeminikoisakuraaheohcomeanddancewithmecomeanddancewithmecomeanddancewithmecomeanddancewithmecomeanddancewithmecomeanddancewithme
哥们儿,安琥,491,哥们儿作词：安琥、胡元骏作曲：任贤齐演唱：安琥叫声哥儿们过来呆会儿别再把自己装在寂寞口袋里喝杯烈酒就暖在心头可以不要清醒不再想何时天明工作的烦恼过了今晚再努力学会放过自己人生不过是场戏完美的爱情也要自己去争取没有下过雨怎么会有好天气传说中哥儿们就这样充满义气所有的故事我都愿意去倾听再苦再浓的烈酒咱们都一口喝下去永远不需要言语是一种默契传说中哥儿们就这样胸怀仗义就算有风雨也要勇敢走下去患难之中见真情情同手足的兄弟再弯的崎岖一起走过无畏的前进工作的烦恼过了今晚再努力学会放过自己人生不过是场戏完美的爱情也要自己去争取没有下过雨怎么会有好天气传说中哥儿们就这样充满义气所有的故事我都愿意去倾听再苦再浓的烈酒咱们都一口喝下去永远不需要言语是一种默契传说中哥儿们就这样胸怀仗义就算有风雨也要勇敢走下去患难之中见真情情同手足的兄弟再弯的崎岖一起走过豪情千万里
